player,position,team,age,club,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Gideon Mensah,DF,Ghana,24-146,Auxerre,1998,1,1,87,1.0,0,1,0,0,0,0,0,0.00,1.03,1.03,0.00,1.03,0.0,0.0,0.3,0.3,0.00,0.28,0.28,0.00,0.28
Gio Reyna,FW,United States,20-028,Dortmund,2002,2,0,53,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.10,0.28,0.38,0.10,0.38
Giorgian De Arrascaeta,MF,Uruguay,28-193,Flamengo,1994,2,1,108,1.2,2,0,2,0,0,0,0,1.67,0.00,1.67,1.67,1.67,1.2,1.2,0.5,1.7,1.01,0.45,1.45,1.01,1.45
Gleison Bremer,DF,Brazil,25-268,Juventus,1997,2,1,109,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.14,0.00,0.14,0.14,0.14
Gonzalo Montiel,DF,Argentina,25-344,Sevilla,1997,3,1,88,1.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05
Gonzalo Plata,MF,Ecuador,22-040,Valladolid,2000,3,3,269,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.05,0.06,0.11,0.05,0.11
Gonçalo Ramos,FW,Portugal,21-174,Benfica,2001,4,2,152,1.7,3,1,3,0,0,0,0,1.78,0.59,2.37,1.78,2.37,1.6,1.6,0.4,1.9,0.93,0.21,1.13,0.93,1.13
Granit Xhaka,MF,Switzerland,30-075,Arsenal,1992,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.08,0.02,0.10,0.08,0.10
Gregor Kobel,GK,Switzerland,25-005,Dortmund,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Grzegorz Krychowiak,MF,Poland,32-316,Al-Shabab,1990,4,4,332,3.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.05,0.05,0.01,0.05
Guido Rodríguez,MF,Argentina,28-243,Betis,1994,1,1,56,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Guillermo Ochoa,GK,Mexico,37-151,América,1985,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Guillermo Varela,DF,Uruguay,29-262,Flamengo,1993,3,2,183,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05
Haji Wright,FW,United States,24-259,Antalyaspor,1998,4,1,137,1.5,1,0,1,0,0,0,0,0.66,0.00,0.66,0.66,0.66,0.5,0.5,0.0,0.6,0.35,0.02,0.37,0.35,0.37
Hakim Ziyech,FW,Morocco,29-267,Chelsea,1993,5,5,455,5.1,1,1,1,0,0,0,0,0.20,0.20,0.40,0.20,0.40,0.3,0.3,0.6,0.9,0.06,0.13,0.19,0.06,0.19
Hannibal Mejbri,MF,Tunisia,19-324,Birmingham City,2003,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Haris Seferović,FW,Switzerland,30-292,Galatasaray,1992,3,0,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.24,0.03,0.27,0.24,0.27
Harry Kane,FW,England,29-136,Tottenham,1993,5,5,402,4.5,2,3,1,1,2,0,0,0.45,0.67,1.12,0.22,0.90,2.7,1.1,1.5,2.6,0.60,0.34,0.94,0.25,0.59
Harry Maguire,DF,England,29-281,Manchester Utd,1993,5,5,429,4.8,0,1,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,0.4,0.4,0.0,0.4,0.08,0.01,0.09,0.08,0.09
Harry Souttar,DF,Australia,24-050,Stoke City,1998,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03
Harry Wilson,MF,Wales,25-264,Fulham,1997,3,2,160,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.05,0.28,0.33,0.05,0.33
Hassan Al Tambakti,DF,Saudi Arabia,23-305,Al-Shabab,1999,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Hassan Al-Haydos,MF,Qatar,32-000,Al Sadd SC,1990,3,3,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.01,0.27,0.27,0.01,0.27
Hattan Bahebri,MF,Saudi Arabia,30-148,Al-Shabab,1992,2,0,4,0.0,0,1,0,0,0,1,0,0.00,22.50,22.50,0.00,22.50,0.0,0.0,0.6,0.6,0.00,14.37,14.37,0.00,14.37
Henry Martín,FW,Mexico,30-023,América,1992,2,2,146,1.6,1,0,1,0,0,0,0,0.62,0.00,0.62,0.62,0.62,0.9,0.9,0.2,1.1,0.57,0.13,0.70,0.57,0.70
Hernán Galíndez,GK,Ecuador,35-256,SD Aucas,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Hidemasa Morita,MF,Japan,27-215,Sporting CP,1995,3,3,285,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.05,0.03,0.08,0.05,0.08
Hiroki Ito,DF,Japan,23-213,Stuttgart,1999,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.09,0.09,0.00,0.09
Hiroki Sakai,MF,Japan,32-243,Urawa Reds,1990,2,1,119,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.54,0.07,0.61,0.54,0.61
Hirving Lozano,FW,Mexico,27-134,Napoli,1995,3,3,252,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.0,1.2,0.07,0.36,0.42,0.07,0.42
Homam Ahmed,DF,Qatar,23-108,Al-Gharafa Sports Club,1999,3,3,262,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01
Hong Chul,DF,Korea Republic,32-085,Daegu,1990,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.13,0.13,0.00,0.13
Hossein Hosseini,GK,IR Iran,30-164,Esteghlal,1992,2,1,161,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Hossein Kanaanizadegan,DF,IR Iran,28-263,Al Ahli SC,1994,1,0,45,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Hugo Lloris,GK,France,35-350,Tottenham,1986,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Hwang Hee-chan,MF,Korea Republic,26-319,Wolves,1996,2,1,115,1.3,1,0,1,0,0,1,0,0.78,0.00,0.78,0.78,0.78,0.9,0.9,0.0,1.0,0.72,0.03,0.75,0.72,0.75
Hwang In-beom,MF,Korea Republic,26-082,Olympiacos,1996,4,4,334,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.06,0.02,0.08,0.06,0.08
Hwang Ui-jo,FW,Korea Republic,30-105,Olympiacos,1992,4,1,106,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.40,0.00,0.40,0.40,0.40
Héctor Herrera,MF,Mexico,32-236,Houston Dynamo,1990,2,2,160,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06
Héctor Moreno,DF,Mexico,34-328,Monterrey,1988,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.01,0.07,0.06,0.07
Ibrahima Konaté,DF,France,23-200,Liverpool,1999,3,2,196,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.17,0.00,0.17,0.17,0.17
Idrissa Gana Gueye,MF,Senegal,33-076,Everton,1989,3,3,270,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.11,0.03,0.14,0.11,0.14
Iliman Ndiaye,FW,Senegal,22-280,Sheffield Utd,2000,3,2,135,1.5,0,1,0,0,0,0,0,0.00,0.67,0.67,0.00,0.67,0.1,0.1,0.2,0.3,0.09,0.14,0.22,0.09,0.22
Ismail Jakobs,DF,Senegal,23-116,Monaco,1999,4,3,278,3.1,0,1,0,0,0,1,0,0.00,0.32,0.32,0.00,0.32,0.0,0.0,0.3,0.3,0.00,0.10,0.11,0.00,0.11
Ismail Mohamad,FW,Qatar,32-250,Al Duhail SC,1990,2,2,174,1.9,0,1,0,0,0,1,0,0.00,0.52,0.52,0.00,0.52,,,,,,,,,
Ismaila Sarr,FW,Senegal,24-289,Watford,1998,4,4,344,3.8,1,0,0,1,1,0,0,0.26,0.00,0.26,0.00,0.00,1.7,0.9,0.4,1.3,0.43,0.11,0.55,0.23,0.34
Ismaël Koné,MF,Canada,20-188,CF Montréal,2002,3,0,109,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05
Issam Jebali,FW,Tunisia,30-351,Odense,1991,3,2,182,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.26,0.08,0.34,0.26,0.34
Ivan Ilić,MF,Serbia,21-269,Hellas Verona,2001,1,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04
Ivan Perišić,FW,Croatia,33-312,Tottenham,1989,5,5,489,5.4,1,2,1,0,0,0,0,0.18,0.37,0.55,0.18,0.55,0.8,0.8,0.7,1.5,0.16,0.13,0.29,0.16,0.29
Iñaki Williams,FW,Ghana,28-179,Athletic Club,1994,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.10,0.07,0.17,0.10,0.17
Jack Grealish,FW,England,27-092,Manchester City,1995,5,0,86,1.0,1,0,1,0,0,0,0,1.05,0.00,1.05,1.05,1.05,0.6,0.6,0.1,0.8,0.69,0.12,0.81,0.69,0.81
Jackson Irvine,MF,Australia,29-279,St. Pauli,1993,4,4,354,3.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.6,0.13,0.01,0.14,0.13,0.14
Jackson Porozo,DF,Ecuador,22-129,Troyes,2000,2,1,96,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05
Jakub Kamiński,MF,Poland,20-189,Wolfsburg,2002,4,2,233,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.3,0.2,0.5,0.14,0.09,0.23,0.10,0.19
Jakub Kiwior,DF,Poland,22-299,Spezia,2000,4,4,355,3.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
Jamal Musiala,MF,Germany,19-288,Bayern Munich,2003,3,3,258,2.9,0,1,0,0,0,0,0,0.00,0.35,0.35,0.00,0.35,1.9,1.9,0.9,2.8,0.67,0.30,0.97,0.67,0.97
Jamie Maclaren,FW,Australia,29-135,Melb City,1993,3,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.08,0.08,0.00,0.08
Jan Bednarek,DF,Poland,26-243,Aston Villa,1996,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Jan Vertonghen,DF,Belgium,35-231,Anderlecht,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06
Jason Cummings,FW,Australia,27-132,Central Coast,1995,1,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Jawad El Yamiq,DF,Morocco,30-285,Valladolid,1992,4,1,154,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Jean-Charles Castelletto,DF,Cameroon,27-319,Nantes,1995,2,2,180,2.0,1,1,1,0,0,0,0,0.50,0.50,1.00,0.50,1.00,0.9,0.9,0.3,1.2,0.47,0.15,0.62,0.47,0.62
Jeong Woo-yeong,MF,Korea Republic,23-082,Freiburg,1999,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06
Jeremy Doku,MF,Belgium,20-198,Rennes,2002,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Jeremy Sarmiento,MF,Ecuador,20-178,Brighton,2002,3,0,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.07,0.09,0.15,0.07,0.15
Jerome Ngom Mbekeli,MF,Cameroon,24-072,Colombe Sportive du Dja et Lobo,1998,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,2.23,2.23,0.00,2.23
Jesper Lindstrøm,MF,Denmark,22-285,Eint Frankfurt,2000,3,2,200,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.14,0.00,0.14,0.14,0.14
Jesús Ferreira,FW,United States,21-352,FC Dallas,2000,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Jesús Gallardo,DF,Mexico,28-118,Monterrey,1994,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05
Jewison Bennette,MF,Costa Rica,18-179,Sunderland,2004,3,1,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04
Jhegson Méndez,MF,Ecuador,25-229,Los Angeles FC,1997,2,2,180,2.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.07,0.07,0.00,0.07
Joachim Andersen,DF,Denmark,26-194,Crystal Palace,1996,3,3,270,3.0,0,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.2,0.3,0.03,0.08,0.11,0.03,0.11
Joakim Mæhle,DF,Denmark,25-205,Atalanta,1997,3,3,249,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.03,0.01,0.03
Joe Allen,MF,Wales,32-272,Swansea City,1990,2,1,94,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.10,0.05,0.15,0.10,0.15
Joe Morrell,MF,Wales,25-342,Portsmouth,1997,2,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Joe Rodon,DF,Wales,25-050,Rennes,1997,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Joel Campbell,FW,Costa Rica,30-168,León,1992,3,3,269,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02
Johan Venegas,FW,Costa Rica,34-014,Liga Deportiva Alajuelense,1988,1,1,73,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
John Stones,DF,England,28-197,Manchester City,1994,5,5,434,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.07,0.01,0.09,0.07,0.09
Jonas Hofmann,FW,Germany,30-150,M'Gladbach,1992,2,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.82,0.16,0.98,0.82,0.98
Jonathan David,FW,Canada,22-331,Lille,2000,3,2,192,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,0.7,0.0,0.7,0.49,0.00,0.49,0.35,0.35
Jonathan Osorio,MF,Canada,30-182,Toronto FC,1992,3,1,119,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05
Jordan Ayew,FW,Ghana,31-091,Crystal Palace,1991,3,2,136,1.5,0,1,0,0,0,0,0,0.00,0.66,0.66,0.00,0.66,0.1,0.1,0.5,0.5,0.03,0.32,0.36,0.03,0.36
Jordan Henderson,MF,England,32-177,Liverpool,1990,4,3,271,3.0,1,0,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33,0.2,0.2,0.3,0.5,0.05,0.11,0.16,0.05,0.16
Jordan Morris,FW,United States,28-046,Seattle,1994,2,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Jordan Pickford,GK,England,28-279,Everton,1994,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Jordan Veretout,MF,France,29-285,Marseille,1993,1,1,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Jordi Alba,DF,Spain,33-265,Barcelona,1989,4,3,264,2.9,0,2,0,0,0,0,0,0.00,0.68,0.68,0.00,0.68,0.0,0.0,0.9,0.9,0.01,0.31,0.32,0.01,0.32
Jorge Eduardo Sánchez,DF,Mexico,25-001,Ajax,1997,2,2,175,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
Josh Sargent,FW,United States,22-294,Norwich City,2000,3,2,157,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.21,0.04,0.25,0.21,0.25
Joshua Kimmich,MF,Germany,27-306,Bayern Munich,1995,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.1,1.5,0.12,0.37,0.49,0.12,0.49
Josip Juranović,DF,Croatia,27-117,Celtic,1995,5,5,510,5.7,0,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,0.0,0.0,0.3,0.3,0.01,0.06,0.07,0.01,0.07
José Cifuentes,MF,Ecuador,23-274,Los Angeles FC,1999,2,0,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03
José María Giménez,DF,Uruguay,27-325,Atlético Madrid,1995,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06
João Cancelo,DF,Portugal,28-198,Manchester City,1994,4,3,310,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
João Félix,FW,Portugal,23-031,Atlético Madrid,1999,4,4,331,3.7,1,2,1,0,0,1,0,0.27,0.54,0.82,0.27,0.82,0.9,0.9,0.4,1.2,0.24,0.10,0.34,0.24,0.34
João Mário,FW,Portugal,29-326,Benfica,1993,2,1,84,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
João Palhinha,MF,Portugal,27-155,Fulham,1995,3,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.06,0.30,0.36,0.06,0.36
Joško Gvardiol,DF,Croatia,20-322,RB Leipzig,2002,5,5,510,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03
Juan Pablo Vargas,DF,Costa Rica,27-188,Millonarios,1995,1,1,90,1.0,1,0,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,0.5,0.5,0.0,0.5,0.46,0.00,0.46,0.46,0.46
Jude Bellingham,MF,England,19-165,Dortmund,2003,5,5,414,4.6,1,1,1,0,0,0,0,0.22,0.22,0.43,0.22,0.43,0.6,0.6,0.3,0.9,0.12,0.07,0.19,0.12,0.19
Jules Koundé,DF,France,24-029,Barcelona,1998,4,3,271,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.06,0.02,0.08,0.06,0.08
Julián Álvarez,FW,Argentina,22-314,Manchester City,2000,5,3,289,3.2,2,0,2,0,0,0,0,0.62,0.00,0.62,0.62,0.62,1.6,1.6,0.1,1.6,0.49,0.02,0.51,0.49,0.51
Jung Woo-young,MF,Korea Republic,32-362,Al Sadd SC,1989,4,4,303,3.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.04,0.05,0.01,0.05
Junior Hoilett,FW,Canada,32-189,Reading,1990,3,2,161,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.08,0.21,0.28,0.08,0.28
Junya Ito,MF,Japan,29-277,Reims,1993,4,3,324,3.6,0,1,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28,0.2,0.2,0.2,0.4,0.05,0.07,0.12,0.05,0.12
Jurriën Timber,DF,Netherlands,21-177,Ajax,2001,4,4,390,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Kai Havertz,FW,Germany,23-183,Chelsea,1999,2,1,102,1.1,2,0,2,0,0,0,0,1.76,0.00,1.76,1.76,1.76,1.4,1.4,0.2,1.6,1.19,0.17,1.36,1.19,1.36
Kalidou Koulibaly,DF,Senegal,31-174,Chelsea,1991,4,4,360,4.0,1,0,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,0.5,0.5,0.0,0.5,0.12,0.01,0.13,0.12,0.13
Kalvin Phillips,MF,England,27-009,Manchester City,1995,2,0,42,0.5,0,1,0,0,0,0,0,0.00,2.14,2.14,0.00,2.14,0.0,0.0,0.1,0.1,0.00,0.17,0.17,0.00,0.17
Kamal Miller,DF,Canada,25-209,CF Montréal,1997,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
