player,position,team,age,club,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Kamaldeen Sulemana,FW,Ghana,20-299,Rennes,2002,2,0,58,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.00,0.09,0.09,0.09
Kamil Glik,DF,Poland,34-311,Benevento,1988,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06
Kamil Grosicki,MF,Poland,34-186,Pogoń Szczecin,1988,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,1.69,1.69,0.00,1.69
Kaoru Mitoma,MF,Japan,25-205,Brighton,1997,4,0,165,1.8,0,1,0,0,0,0,0,0.00,0.55,0.55,0.00,0.55,0.1,0.1,1.2,1.3,0.05,0.83,0.88,0.05,0.88
Karim Ansarifard,FW,IR Iran,32-252,AC Omonia,1990,2,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.17,0.20,0.36,0.17,0.36
Karim Boudiaf,MF,Qatar,32-086,Al Duhail SC,1990,3,2,185,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Karl Toko Ekambi,FW,Cameroon,30-088,Lyon,1992,3,2,166,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.4,0.10,0.14,0.24,0.10,0.24
Karol Świderski,FW,Poland,25-322,Charlotte,1997,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Kasper Dolberg,FW,Denmark,25-066,Sevilla,1997,3,1,114,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.31,0.05,0.37,0.31,0.37
Kasper Schmeichel,GK,Denmark,36-036,Nice,1986,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Keanu Baccus,MF,Australia,24-187,St Mirren,1998,4,1,114,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04
Kellyn Acosta,MF,United States,27-140,Los Angeles FC,1995,2,0,43,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Kendall Waston,DF,Costa Rica,34-344,Deportivo Saprissa,1988,3,2,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06
Kenneth Taylor,MF,Netherlands,20-209,Ajax,2002,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Kevin De Bruyne,FW,Belgium,31-166,Manchester City,1991,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.9,1.1,0.08,0.30,0.38,0.08,0.38
Kevin Rodríguez,FW,Ecuador,22-282,,2000,2,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
Kevin Álvarez,DF,Mexico,23-330,Pachuca,1999,2,1,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Keylor Navas,GK,Costa Rica,35-361,Paris S-G,1986,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Keysher Fuller,DF,Costa Rica,28-153,Club Sport Herediano,1994,3,3,253,2.8,1,0,1,0,0,0,0,0.36,0.00,0.36,0.36,0.36,0.4,0.4,0.2,0.5,0.14,0.05,0.19,0.14,0.19
Kieffer Moore,FW,Wales,30-125,Bournemouth,1992,3,2,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,1.3,0.41,0.10,0.51,0.41,0.51
Kieran Trippier,DF,England,32-083,Newcastle Utd,1990,3,2,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.02,0.07,0.09,0.02,0.09
Kim Jin-su,DF,Korea Republic,30-181,Jeonbuk,1992,4,4,315,3.5,0,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,0.3,0.3,0.6,0.9,0.09,0.17,0.27,0.09,0.27
Kim Min-jae,DF,Korea Republic,26-026,Napoli,1996,3,3,269,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03
Kim Moonhwan,DF,Korea Republic,27-132,Jeonbuk,1995,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.15,0.15,0.00,0.15
Kim Seung-gyu,GK,Korea Republic,32-072,Al-Shabab,1990,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Kim Young-gwon,DF,Korea Republic,32-287,Ulsan Hyundai,1990,4,4,350,3.9,1,0,1,0,0,1,0,0.26,0.00,0.26,0.26,0.26,0.8,0.8,0.2,0.9,0.19,0.05,0.24,0.19,0.24
Kingsley Coman,FW,France,26-181,Bayern Munich,1996,5,1,119,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.12,0.06,0.18,0.12,0.18
Ko Itakura,DF,Japan,25-318,M'Gladbach,1997,3,3,270,3.0,0,1,0,0,0,2,0,0.00,0.33,0.33,0.00,0.33,0.2,0.2,0.1,0.2,0.05,0.03,0.08,0.05,0.08
Koke,MF,Spain,30-337,Atlético Madrid,1992,2,0,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Krystian Bielik,MF,Poland,24-341,Derby County,1998,4,2,216,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.07,0.00,0.07,0.07,0.07
Krzysztof Piątek,FW,Poland,27-163,Salernitana,1995,2,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.09,0.00,0.09,0.09,0.09
Krépin Diatta,FW,Senegal,23-289,Monaco,1999,3,3,181,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.06,0.09,0.16,0.06,0.16
Kudus Mohammed,FW,Ghana,22-131,Ajax,2000,3,3,247,2.7,2,0,2,0,0,1,0,0.73,0.00,0.73,0.73,0.73,0.8,0.8,0.0,0.8,0.30,0.00,0.30,0.30,0.30
Kwon Chang-hoon,FW,Korea Republic,28-164,Sangju Sangmu,1994,1,1,56,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.29,0.29,0.00,0.29
Kwon Kyung-won,DF,Korea Republic,30-314,Gamba Osaka,1992,2,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02
Kye Rowles,DF,Australia,24-170,Hearts,1998,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Kyle Walker,DF,England,32-197,Manchester City,1990,3,3,236,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Kylian Mbappé,FW,France,23-356,Paris S-G,1998,5,4,388,4.3,5,2,5,0,0,0,0,1.16,0.46,1.62,1.16,1.62,2.8,2.8,1.3,4.1,0.65,0.30,0.94,0.65,0.94
Lautaro Martínez,FW,Argentina,25-111,Inter,1997,5,2,223,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.0,1.3,0.59,0.02,0.61,0.59,0.61
Lawrence Ati-Zigi,GK,Ghana,26-012,St. Gallen,1996,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Leander Dendoncker,DF,Belgium,27-240,Aston Villa,1995,2,2,161,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.4,0.05,0.20,0.25,0.05,0.25
Leandro Paredes,MF,Argentina,28-165,Juventus,1994,3,1,145,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03
Leandro Trossard,FW,Belgium,28-007,Brighton,1994,3,1,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.08,0.08,0.00,0.08
Lee Jae-sung,MF,Korea Republic,30-123,Mainz 05,1992,3,3,211,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03
Lee Kangin,MF,Korea Republic,21-295,Mallorca,2001,4,1,147,1.6,0,1,0,0,0,1,0,0.00,0.61,0.61,0.00,0.61,0.2,0.2,0.3,0.4,0.09,0.17,0.27,0.09,0.27
Leon Goretzka,MF,Germany,27-308,Bayern Munich,1995,3,2,159,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.26,0.01,0.27,0.26,0.27
Leroy Sané,FW,Germany,26-334,Bayern Munich,1996,2,1,111,1.2,0,1,0,0,0,0,0,0.00,0.81,0.81,0.00,0.81,0.1,0.1,1.8,1.9,0.09,1.44,1.54,0.09,1.54
Liam Millar,DF,Canada,23-075,Basel,1999,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Lionel Messi,FW,Argentina,35-170,Paris S-G,1987,5,5,480,5.3,4,2,2,2,3,1,0,0.75,0.37,1.13,0.37,0.75,3.8,1.4,1.7,3.2,0.76,0.34,1.11,0.29,0.63
Lisandro Martínez,DF,Argentina,24-327,Manchester Utd,1998,4,2,274,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.8,0.04,0.24,0.28,0.04,0.28
Lovro Majer,MF,Croatia,24-328,Rennes,1998,5,0,55,0.6,1,0,1,0,0,0,0,1.64,0.00,1.64,1.64,1.64,0.7,0.7,0.0,0.7,3.36,0.00,3.36,3.36,3.36
Loïs Openda,FW,Belgium,22-298,Lens,2000,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Lucas Cavallini,FW,Canada,29-348,Vancouver,1992,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Lucas Hernández,DF,France,26-300,Bayern Munich,1996,1,1,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Lucas Paquetá,MF,Brazil,25-106,West Ham,1997,4,4,314,3.5,1,1,1,0,0,0,0,0.29,0.29,0.57,0.29,0.57,0.8,0.8,1.5,2.3,0.24,0.43,0.67,0.24,0.67
Luis Chávez,MF,Mexico,26-330,Pachuca,1996,3,3,270,3.0,1,0,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33,0.3,0.3,0.5,0.7,0.10,0.15,0.25,0.10,0.25
Luis Suárez,FW,Uruguay,35-321,Nacional,1987,3,2,146,1.6,0,1,0,0,0,1,0,0.00,0.62,0.62,0.00,0.62,0.4,0.4,0.1,0.5,0.26,0.04,0.29,0.26,0.29
Luka Jović,FW,Serbia,24-353,Fiorentina,1997,1,0,36,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.13,0.40,0.53,0.13,0.53
Luka Modrić,MF,Croatia,37-093,Real Madrid,1985,5,5,483,5.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.9,0.05,0.13,0.18,0.05,0.18
Lukas Klostermann,DF,Germany,26-191,RB Leipzig,1996,2,0,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Luke Shaw,DF,England,27-152,Manchester Utd,1995,5,5,424,4.7,0,1,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,0.1,0.1,0.8,0.9,0.02,0.17,0.19,0.02,0.19
Luuk de Jong,FW,Netherlands,32-106,PSV Eindhoven,1990,1,0,57,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.25,0.00,0.25,0.25,0.25
Majid Hosseini,DF,IR Iran,26-174,Kayserispor,1996,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Manuel Akanji,DF,Switzerland,27-145,Manchester City,1995,4,4,360,4.0,1,0,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.1,1.1,0.1,1.2,0.28,0.03,0.30,0.28,0.30
Manuel Neuer,GK,Germany,36-259,Bayern Munich,1986,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Marcelo Brozović,MF,Croatia,30-025,Inter,1992,5,5,503,5.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.10,0.03,0.14,0.10,0.14
Marco Asensio,FW,Spain,26-324,Real Madrid,1996,4,3,229,2.5,1,0,1,0,0,0,0,0.39,0.00,0.39,0.39,0.39,1.2,1.2,0.1,1.3,0.48,0.02,0.50,0.48,0.50
Marcos Acuña,DF,Argentina,31-044,Sevilla,1991,5,4,316,3.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06
Marcos Llorente,DF,Spain,27-315,Atlético Madrid,1995,1,1,120,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02
Marcus Rashford,FW,England,25-041,Manchester Utd,1997,5,1,140,1.6,3,0,3,0,0,0,0,1.93,0.00,1.93,1.93,1.93,1.6,1.6,0.0,1.6,1.03,0.00,1.03,1.03,1.03
Marcus Thuram,FW,France,25-127,M'Gladbach,1997,3,0,45,0.5,0,1,0,0,0,0,0,0.00,2.00,2.00,0.00,2.00,0.0,0.0,0.0,0.0,0.00,0.08,0.08,0.00,0.08
Mario Götze,MF,Germany,30-191,Eint Frankfurt,1992,2,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.21,0.29,0.50,0.21,0.50
Mario Pašalić,FW,Croatia,27-305,Atalanta,1995,5,1,201,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.09,0.10,0.19,0.09,0.19
Mark-Anthony Kaye,MF,Canada,28-009,Toronto FC,1994,1,1,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06
Marko Grujić,MF,Serbia,26-242,Porto,1996,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.26,0.00,0.26,0.26,0.26
Marko Livaja,FW,Croatia,29-107,Hajduk Split,1993,4,2,157,1.7,1,0,1,0,0,0,0,0.57,0.00,0.57,0.57,0.57,0.8,0.8,0.0,0.8,0.48,0.02,0.50,0.48,0.50
Marquinhos,DF,Brazil,28-211,Paris S-G,1994,5,4,426,4.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,0.9,0.04,0.17,0.21,0.04,0.21
Marten de Roon,MF,Netherlands,31-257,Atalanta,1991,5,3,184,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Martin Braithwaite,FW,Denmark,31-189,Espanyol,1991,2,1,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.06,0.12,0.18,0.06,0.18
Martin Hongla,MF,Cameroon,24-270,Hellas Verona,1998,2,2,121,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.04,0.05,0.09,0.04,0.09
Martinelli,FW,Brazil,21-176,Arsenal,2001,3,1,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.42,0.14,0.56,0.42,0.56
Martín Cáceres,DF,Uruguay,35-248,LA Galaxy,1987,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Mason Mount,MF,England,23-335,Chelsea,1999,4,2,186,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.10,0.02,0.12,0.10,0.12
Mateo Kovačić,MF,Croatia,28-219,Chelsea,1994,5,5,455,5.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.9,0.9,0.01,0.17,0.19,0.01,0.19
Matheus Nunes,MF,Portugal,24-106,Wolves,1998,2,1,73,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.12,0.14,0.03,0.14
Mathew Leckie,MF,Australia,31-310,Melb City,1991,4,4,333,3.7,1,1,1,0,0,0,0,0.27,0.27,0.54,0.27,0.54,0.1,0.1,0.3,0.5,0.04,0.08,0.12,0.04,0.12
Mathew Ryan,GK,Australia,30-247,FC Copenhagen,1992,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Mathias Jensen,MF,Denmark,26-344,Brentford,1996,2,1,84,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.11,0.38,0.50,0.11,0.50
Mathías Olivera,DF,Uruguay,25-041,Napoli,1997,3,3,253,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.03,0.15,0.18,0.03,0.18
Matt Turner,GK,United States,28-170,Arsenal,1994,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Matthias Ginter,DF,Germany,28-326,Freiburg,1994,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Matthijs de Ligt,DF,Netherlands,23-121,Bayern Munich,1999,2,1,91,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Matty Cash,DF,Poland,25-126,Aston Villa,1997,4,4,360,4.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.04,0.05,0.01,0.05
Mattéo Guendouzi,FW,France,23-241,Marseille,1999,1,1,78,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Matías Vecino,MF,Uruguay,31-109,Lazio,1991,3,2,195,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05
Matías Viña,DF,Uruguay,25-032,Roma,1997,2,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Maxi Gómez,FW,Uruguay,26-119,Trabzonspor,1996,2,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.26,0.00,0.26,0.26,0.26
Maya Yoshida,DF,Japan,34-109,Schalke 04,1988,4,4,390,4.3,0,1,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,0.0,0.0,0.4,0.4,0.00,0.09,0.09,0.00,0.09
Mehdi Taremi,FW,IR Iran,30-146,Porto,1992,3,3,270,3.0,2,1,1,1,1,0,0,0.67,0.33,1.00,0.33,0.67,1.3,0.6,0.7,1.2,0.45,0.22,0.67,0.18,0.40
Mehdi Torabi,MF,IR Iran,28-092,Persepolis,1994,3,0,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.18,0.82,1.00,0.18,1.00
Memphis,FW,Netherlands,28-301,Barcelona,1994,5,3,297,3.3,1,0,1,0,0,1,0,0.30,0.00,0.30,0.30,0.30,1.5,1.5,0.5,2.0,0.44,0.16,0.61,0.44,0.61
Meshaal Barsham,GK,Qatar,24-300,Al Sadd SC,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Michael Estrada,FW,Ecuador,26-248,Cruz Azul,1996,3,3,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.13,0.01,0.13,0.13,0.13
Michał Skóraś,MF,Poland,22-299,Lech Poznań,2000,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04
Michel Aebischer,MF,Switzerland,25-339,Bologna,1997,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Michy Batshuayi,FW,Belgium,29-070,Fenerbahçe,1993,2,2,151,1.7,1,0,1,0,0,0,0,0.60,0.00,0.60,0.60,0.60,0.8,0.8,0.1,0.8,0.45,0.03,0.48,0.45,0.48
Miki Yamane,DF,Japan,28-354,Kawa Frontale,1993,1,1,61,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.11,0.11,0.00,0.11
Mikkel Damsgaard,MF,Denmark,22-161,Brentford,2000,3,1,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.20,0.20,0.00,0.20
Milad Mohammadi,DF,IR Iran,29-073,AEK Athens,1993,3,3,196,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Milan Borjan,GK,Canada,35-049,Red Star,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Miloš Degenek,DF,Australia,28-227,Columbus Crew,1994,4,2,183,2.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Miloš Veljković,DF,Serbia,27-076,Werder Bremen,1995,3,3,221,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
